Date,State,Confirmed,Recovered,Deceased
30-01-2020,Kerala,1,0,0
02-02-2020,Kerala,2,0,0
03-02-2020,Kerala,3,0,0
14-02-2020,Kerala,3,3,0
02-03-2020,Delhi,1,0,0
02-03-2020,Kerala,3,3,0
02-03-2020,Telangana,1,0,0
03-03-2020,Delhi,1,0,0
03-03-2020,Kerala,3,3,0
03-03-2020,Rajasthan,1,0,0
03-03-2020,Telangana,1,0,0
04-03-2020,Delhi,1,0,0
04-03-2020,Haryana,14,0,0
04-03-2020,Kerala,3,3,0
04-03-2020,Rajasthan,2,0,0
04-03-2020,Telangana,1,0,0
04-03-2020,Uttar Pradesh,7,0,0
05-03-2020,Delhi,2,0,0
05-03-2020,Haryana,14,0,0
05-03-2020,Kerala,3,3,0
05-03-2020,Rajasthan,2,0,0
05-03-2020,Telangana,1,0,0
05-03-2020,Uttar Pradesh,8,0,0
06-03-2020,Delhi,3,0,0
06-03-2020,Haryana,14,0,0
06-03-2020,Kerala,3,3,0
06-03-2020,Rajasthan,2,0,0
06-03-2020,Telangana,1,0,0
06-03-2020,Uttar Pradesh,8,0,0
07-03-2020,Delhi,3,0,0
07-03-2020,Haryana,14,0,0
07-03-2020,Kerala,3,3,0
07-03-2020,Ladakh,2,0,0
07-03-2020,Rajasthan,2,0,0
07-03-2020,Telangana,1,0,0
07-03-2020,Tamil Nadu,1,0,0
07-03-2020,Uttar Pradesh,8,0,0
08-03-2020,Delhi,3,0,0
08-03-2020,Haryana,14,0,0
08-03-2020,Kerala,8,3,0
08-03-2020,Ladakh,2,0,0
08-03-2020,Rajasthan,2,0,0
08-03-2020,Telangana,1,0,0
08-03-2020,Tamil Nadu,1,0,0
08-03-2020,Uttar Pradesh,8,0,0
09-03-2020,Delhi,4,0,0
09-03-2020,Haryana,14,0,0
09-03-2020,Jammu and Kashmir,1,0,0
09-03-2020,Karnataka,1,0,0
09-03-2020,Kerala,9,3,0
09-03-2020,Ladakh,2,0,0
09-03-2020,Maharashtra,2,0,0
09-03-2020,Punjab,1,0,0
09-03-2020,Rajasthan,2,0,0
09-03-2020,Telangana,1,0,0
09-03-2020,Tamil Nadu,1,0,0
09-03-2020,Uttar Pradesh,10,0,0
10-03-2020,Delhi,4,0,0
10-03-2020,Haryana,14,0,0
10-03-2020,Jammu and Kashmir,1,0,0
10-03-2020,Karnataka,4,0,0
10-03-2020,Kerala,17,3,0
10-03-2020,Ladakh,2,0,0
10-03-2020,Maharashtra,5,0,0
10-03-2020,Punjab,1,0,0
10-03-2020,Rajasthan,3,0,0
10-03-2020,Telangana,1,0,0
10-03-2020,Tamil Nadu,1,0,0
10-03-2020,Uttar Pradesh,10,0,0
11-03-2020,Delhi,5,0,0
11-03-2020,Haryana,14,0,0
11-03-2020,Jammu and Kashmir,1,0,0
11-03-2020,Karnataka,4,0,0
11-03-2020,Kerala,17,3,0
11-03-2020,Ladakh,3,0,0
11-03-2020,Maharashtra,11,0,0
11-03-2020,Punjab,1,0,0
11-03-2020,Rajasthan,3,0,0
11-03-2020,Telangana,1,0,0
11-03-2020,Tamil Nadu,1,0,0
11-03-2020,Uttar Pradesh,10,0,0
12-03-2020,Andhra Pradesh,1,0,0
12-03-2020,Delhi,6,0,0
12-03-2020,Haryana,14,0,0
12-03-2020,Jammu and Kashmir,1,0,0
12-03-2020,Karnataka,5,0,0
12-03-2020,Kerala,19,3,0
12-03-2020,Ladakh,3,0,0
12-03-2020,Maharashtra,14,0,0
12-03-2020,Punjab,1,0,0
12-03-2020,Rajasthan,3,0,0
12-03-2020,Telangana,1,0,0
12-03-2020,Tamil Nadu,1,0,0
12-03-2020,Uttar Pradesh,12,0,0
13-03-2020,Andhra Pradesh,1,0,0
13-03-2020,Delhi,7,0,0
13-03-2020,Haryana,14,0,0
13-03-2020,Jammu and Kashmir,2,0,0
13-03-2020,Karnataka,6,0,1
13-03-2020,Kerala,22,3,0
13-03-2020,Ladakh,3,0,0
13-03-2020,Maharashtra,17,0,0
13-03-2020,Punjab,1,0,0
13-03-2020,Rajasthan,3,0,0
13-03-2020,Telangana,1,0,0
13-03-2020,Tamil Nadu,1,0,0
13-03-2020,Uttar Pradesh,13,0,0
14-03-2020,Andhra Pradesh,1,0,0
14-03-2020,Delhi,7,0,0
14-03-2020,Himachal Pradesh,0,0,0
14-03-2020,Haryana,14,0,0
14-03-2020,Jammu and Kashmir,2,0,0
14-03-2020,Karnataka,6,0,1
14-03-2020,Kerala,22,3,0
14-03-2020,Ladakh,3,0,0
14-03-2020,Maharashtra,26,0,0
14-03-2020,Punjab,1,0,0
14-03-2020,Rajasthan,4,0,0
14-03-2020,Telangana,2,0,0
14-03-2020,Tamil Nadu,1,0,0
14-03-2020,Uttar Pradesh,13,0,0
15-03-2020,Andhra Pradesh,1,0,0
15-03-2020,Delhi,7,0,0
15-03-2020,Himachal Pradesh,0,0,0
15-03-2020,Haryana,14,0,0
15-03-2020,Jammu and Kashmir,2,0,0
15-03-2020,Karnataka,6,0,1
15-03-2020,Kerala,24,3,0
15-03-2020,Ladakh,3,0,0
15-03-2020,Maharashtra,32,0,0
15-03-2020,Punjab,1,0,0
15-03-2020,Rajasthan,4,0,0
15-03-2020,Telangana,3,0,0
15-03-2020,Tamil Nadu,1,0,0
15-03-2020,Uttar Pradesh,13,0,0
15-03-2020,Uttarakhand,1,0,0
16-03-2020,Andhra Pradesh,1,0,0
16-03-2020,Delhi,7,0,0
16-03-2020,Himachal Pradesh,0,0,0
16-03-2020,Haryana,14,0,0
16-03-2020,Jammu and Kashmir,3,0,0
16-03-2020,Karnataka,7,0,1
16-03-2020,Kerala,27,3,0
16-03-2020,Ladakh,3,0,0
16-03-2020,Maharashtra,39,0,0
16-03-2020,Odisha,1,0,0
16-03-2020,Punjab,1,0,0
16-03-2020,Rajasthan,4,0,0
16-03-2020,Telangana,4,0,0
16-03-2020,Tamil Nadu,1,0,0
16-03-2020,Uttar Pradesh,13,0,0
16-03-2020,Uttarakhand,1,0,0
17-03-2020,Andhra Pradesh,1,0,0
17-03-2020,Delhi,10,0,0
17-03-2020,Himachal Pradesh,0,0,0
17-03-2020,Haryana,15,0,0
17-03-2020,Jammu and Kashmir,3,0,0
17-03-2020,Karnataka,11,0,1
17-03-2020,Kerala,27,3,0
17-03-2020,Ladakh,8,0,0
17-03-2020,Maharashtra,41,0,0
17-03-2020,Odisha,1,0,0
17-03-2020,Punjab,1,0,0
17-03-2020,Puducherry,1,0,0
17-03-2020,Rajasthan,4,0,0
17-03-2020,Telangana,5,0,0
17-03-2020,Tamil Nadu,1,0,0
17-03-2020,Uttar Pradesh,15,0,0
17-03-2020,Uttarakhand,1,0,0
17-03-2020,West Bengal,1,0,0
18-03-2020,Andhra Pradesh,1,0,0
18-03-2020,Delhi,11,0,0
18-03-2020,Himachal Pradesh,0,0,0
18-03-2020,Haryana,17,0,0
18-03-2020,Jammu and Kashmir,4,0,0
18-03-2020,Karnataka,14,0,1
18-03-2020,Kerala,27,3,0
18-03-2020,Ladakh,8,0,0
18-03-2020,Maharashtra,45,0,0
18-03-2020,Odisha,1,0,0
18-03-2020,Punjab,1,0,0
18-03-2020,Puducherry,1,0,0
18-03-2020,Rajasthan,7,0,0
18-03-2020,Telangana,13,0,0
18-03-2020,Tamil Nadu,2,0,0
18-03-2020,Uttar Pradesh,17,0,0
18-03-2020,Uttarakhand,1,0,0
18-03-2020,West Bengal,1,0,0
19-03-2020,Andhra Pradesh,3,0,0
19-03-2020,Chandigarh,1,0,0
19-03-2020,Chhattisgarh,1,0,0
19-03-2020,Delhi,14,0,0
19-03-2020,Gujarat,2,0,0
19-03-2020,Himachal Pradesh,0,0,0
19-03-2020,Haryana,17,0,0
19-03-2020,Jammu and Kashmir,4,0,0
19-03-2020,Karnataka,15,0,1
19-03-2020,Kerala,28,3,0
19-03-2020,Ladakh,8,0,0
19-03-2020,Maharashtra,48,0,0
19-03-2020,Odisha,2,0,0
19-03-2020,Punjab,2,0,0
19-03-2020,Puducherry,1,0,0
19-03-2020,Rajasthan,9,0,0
19-03-2020,Telangana,16,0,0
19-03-2020,Tamil Nadu,3,0,0
19-03-2020,Uttar Pradesh,20,0,0
19-03-2020,Uttarakhand,3,0,0
19-03-2020,West Bengal,1,0,0
20-03-2020,Andhra Pradesh,3,0,0
20-03-2020,Chandigarh,5,0,0
20-03-2020,Chhattisgarh,1,0,0
20-03-2020,Delhi,20,0,0
20-03-2020,Gujarat,7,0,0
20-03-2020,Himachal Pradesh,2,0,0
20-03-2020,Haryana,19,0,0
20-03-2020,Jammu and Kashmir,4,0,0
20-03-2020,Karnataka,15,1,1
20-03-2020,Kerala,40,3,0
20-03-2020,Ladakh,10,0,0
20-03-2020,Maharashtra,52,0,0
20-03-2020,Madhya Pradesh,4,0,0
20-03-2020,Odisha,2,0,0
20-03-2020,Punjab,3,0,0
20-03-2020,Puducherry,1,0,0
20-03-2020,Rajasthan,17,0,0
20-03-2020,Telangana,19,0,0
20-03-2020,Tamil Nadu,3,0,0
20-03-2020,Uttar Pradesh,24,0,0
20-03-2020,Uttarakhand,3,0,0
20-03-2020,West Bengal,2,0,0
21-03-2020,Andhra Pradesh,5,0,0
21-03-2020,Chandigarh,5,0,0
21-03-2020,Chhattisgarh,1,0,0
21-03-2020,Delhi,27,0,0
21-03-2020,Gujarat,14,0,0
21-03-2020,Himachal Pradesh,2,0,0
21-03-2020,Haryana,21,0,0
21-03-2020,Jammu and Kashmir,4,0,0
21-03-2020,Karnataka,20,1,1
21-03-2020,Kerala,52,3,0
21-03-2020,Ladakh,13,0,0
21-03-2020,Maharashtra,64,0,0
21-03-2020,Madhya Pradesh,4,0,0
21-03-2020,Odisha,2,0,0
21-03-2020,Punjab,13,0,0
21-03-2020,Puducherry,1,0,0
21-03-2020,Rajasthan,24,0,0
21-03-2020,Telangana,21,0,0
21-03-2020,Tamil Nadu,6,0,0
21-03-2020,Uttar Pradesh,28,0,0
21-03-2020,Uttarakhand,3,0,0
21-03-2020,West Bengal,4,0,0
22-03-2020,Andhra Pradesh,6,0,0
22-03-2020,Bihar,2,0,0
22-03-2020,Chandigarh,6,0,0
22-03-2020,Chhattisgarh,1,0,0
22-03-2020,Delhi,28,0,0
22-03-2020,Gujarat,18,0,0
22-03-2020,Himachal Pradesh,2,0,0
22-03-2020,Haryana,21,0,0
22-03-2020,Jammu and Kashmir,4,0,0
22-03-2020,Karnataka,26,1,1
22-03-2020,Kerala,67,3,0
22-03-2020,Ladakh,13,0,0
22-03-2020,Maharashtra,74,0,0
22-03-2020,Madhya Pradesh,6,0,0
22-03-2020,Odisha,2,0,0
22-03-2020,Punjab,21,0,0
22-03-2020,Puducherry,1,0,0
22-03-2020,Rajasthan,29,0,0
22-03-2020,Telangana,27,0,0
22-03-2020,Tamil Nadu,9,0,0
22-03-2020,Uttar Pradesh,30,0,0
22-03-2020,Uttarakhand,3,0,0
22-03-2020,West Bengal,7,0,0
23-03-2020,Andhra Pradesh,7,0,0
23-03-2020,Bihar,3,0,0
23-03-2020,Chandigarh,7,0,0
23-03-2020,Chhattisgarh,1,0,0
23-03-2020,Delhi,30,0,0
23-03-2020,Gujarat,30,0,0
23-03-2020,Himachal Pradesh,3,0,0
23-03-2020,Haryana,28,0,0
23-03-2020,Jammu and Kashmir,4,0,0
23-03-2020,Karnataka,33,1,1
23-03-2020,Kerala,95,3,0
23-03-2020,Ladakh,13,0,0
23-03-2020,Maharashtra,89,0,0
23-03-2020,Madhya Pradesh,6,0,0
23-03-2020,Odisha,2,0,0
23-03-2020,Punjab,23,0,0
23-03-2020,Puducherry,1,0,0
23-03-2020,Rajasthan,32,0,0
23-03-2020,Telangana,33,0,0
23-03-2020,Tamil Nadu,12,0,0
23-03-2020,Uttar Pradesh,34,0,0
23-03-2020,Uttarakhand,4,0,0
23-03-2020,West Bengal,7,0,0
24-03-2020,Andhra Pradesh,8,0,0
24-03-2020,Bihar,3,0,0
24-03-2020,Chandigarh,7,0,0
24-03-2020,Chhattisgarh,1,0,0
24-03-2020,Delhi,30,0,0
24-03-2020,Gujarat,36,0,0
24-03-2020,Himachal Pradesh,3,0,0
24-03-2020,Haryana,30,0,0
24-03-2020,Jammu and Kashmir,6,0,0
24-03-2020,Karnataka,41,3,1
24-03-2020,Kerala,109,3,0
24-03-2020,Ladakh,13,0,0
24-03-2020,Maharashtra,107,0,0
24-03-2020,Manipur,1,0,0
24-03-2020,Madhya Pradesh,7,0,0
24-03-2020,Odisha,2,0,0
24-03-2020,Punjab,29,0,0
24-03-2020,Puducherry,1,0,0
24-03-2020,Rajasthan,32,0,0
24-03-2020,Telangana,39,0,0
24-03-2020,Tamil Nadu,18,0,0
24-03-2020,Uttar Pradesh,35,0,0
24-03-2020,Uttarakhand,4,0,0
24-03-2020,West Bengal,9,0,0
25-03-2020,Andhra Pradesh,10,0,0
25-03-2020,Bihar,4,0,0
25-03-2020,Chandigarh,7,0,0
25-03-2020,Chhattisgarh,3,0,0
25-03-2020,Delhi,35,0,0
25-03-2020,Goa,3,0,0
25-03-2020,Gujarat,38,0,0
25-03-2020,Himachal Pradesh,3,0,0
25-03-2020,Haryana,31,0,0
25-03-2020,Jammu and Kashmir,11,0,0
25-03-2020,Karnataka,51,3,1
25-03-2020,Kerala,118,3,0
25-03-2020,Ladakh,13,0,0
25-03-2020,Maharashtra,122,0,0
25-03-2020,Manipur,1,0,0
25-03-2020,Madhya Pradesh,15,0,0
25-03-2020,Mizoram,1,0,0
25-03-2020,Odisha,2,0,0
25-03-2020,Punjab,31,0,0
25-03-2020,Puducherry,1,0,0
25-03-2020,Rajasthan,38,0,0
25-03-2020,Telangana,41,0,0
25-03-2020,Tamil Nadu,26,0,0
25-03-2020,Uttar Pradesh,38,0,0
25-03-2020,Uttarakhand,5,0,0
25-03-2020,West Bengal,9,0,0
26-03-2020,Andaman and Nicobar Islands,1,0,0
26-03-2020,Andhra Pradesh,11,0,0
26-03-2020,Bihar,7,0,0
26-03-2020,Chandigarh,7,0,0
26-03-2020,Chhattisgarh,6,0,0
26-03-2020,Delhi,39,0,0
26-03-2020,Goa,3,0,0
26-03-2020,Gujarat,44,0,0
26-03-2020,Himachal Pradesh,3,0,0
26-03-2020,Haryana,32,0,0
26-03-2020,Jammu and Kashmir,14,0,0
26-03-2020,Karnataka,55,3,2
26-03-2020,Kerala,137,3,0
26-03-2020,Ladakh,13,0,0
26-03-2020,Maharashtra,125,0,0
26-03-2020,Manipur,1,0,0
26-03-2020,Madhya Pradesh,20,0,0
26-03-2020,Mizoram,1,0,0
26-03-2020,Odisha,3,0,0
26-03-2020,Punjab,33,0,0
26-03-2020,Puducherry,1,0,0
26-03-2020,Rajasthan,43,0,0
26-03-2020,Telangana,45,0,0
26-03-2020,Tamil Nadu,29,0,0
26-03-2020,Uttar Pradesh,42,0,0
26-03-2020,Uttarakhand,5,0,0
26-03-2020,West Bengal,10,0,0
27-03-2020,Andaman and Nicobar Islands,6,0,0
27-03-2020,Andhra Pradesh,13,0,0
27-03-2020,Bihar,9,0,0
27-03-2020,Chandigarh,8,0,0
27-03-2020,Chhattisgarh,6,0,0
27-03-2020,Delhi,40,0,0
27-03-2020,Goa,3,0,0
27-03-2020,Gujarat,47,0,0
27-03-2020,Himachal Pradesh,3,0,0
27-03-2020,Haryana,33,0,0
27-03-2020,Jammu and Kashmir,20,0,0
27-03-2020,Karnataka,64,5,3
27-03-2020,Kerala,176,3,0
27-03-2020,Ladakh,13,0,0
27-03-2020,Maharashtra,153,0,0
27-03-2020,Manipur,1,0,0
27-03-2020,Madhya Pradesh,29,0,0
27-03-2020,Mizoram,1,0,0
27-03-2020,Odisha,3,0,0
27-03-2020,Punjab,38,0,0
27-03-2020,Puducherry,1,0,0
27-03-2020,Rajasthan,50,0,0
27-03-2020,Telangana,59,0,0
27-03-2020,Tamil Nadu,38,0,0
27-03-2020,Uttar Pradesh,49,0,0
27-03-2020,Uttarakhand,5,0,0
27-03-2020,West Bengal,15,0,0
28-03-2020,Andaman and Nicobar Islands,9,0,0
28-03-2020,Andhra Pradesh,19,0,0
28-03-2020,Bihar,11,0,0
28-03-2020,Chandigarh,8,0,0
28-03-2020,Chhattisgarh,7,0,0
28-03-2020,Delhi,49,0,0
28-03-2020,Goa,3,0,0
28-03-2020,Gujarat,55,0,0
28-03-2020,Himachal Pradesh,3,0,0
28-03-2020,Haryana,35,0,0
28-03-2020,Jammu and Kashmir,33,0,0
28-03-2020,Karnataka,76,5,3
28-03-2020,Kerala,182,3,0
28-03-2020,Ladakh,13,0,0
28-03-2020,Maharashtra,181,0,0
28-03-2020,Manipur,1,0,0
28-03-2020,Madhya Pradesh,39,0,0
28-03-2020,Mizoram,1,0,0
28-03-2020,Odisha,3,0,0
28-03-2020,Punjab,38,0,0
28-03-2020,Puducherry,1,0,0
28-03-2020,Rajasthan,54,0,0
28-03-2020,Telangana,67,0,0
28-03-2020,Tamil Nadu,42,0,0
28-03-2020,Uttar Pradesh,65,0,0
28-03-2020,Uttarakhand,6,0,0
28-03-2020,West Bengal,18,0,0
29-03-2020,Andaman and Nicobar Islands,9,0,0
29-03-2020,Andhra Pradesh,21,1,0
29-03-2020,Bihar,15,0,1
29-03-2020,Chandigarh,8,0,0
29-03-2020,Chhattisgarh,7,0,0
29-03-2020,Delhi,72,6,2
29-03-2020,Goa,5,0,0
29-03-2020,Gujarat,63,1,5
29-03-2020,Himachal Pradesh,3,1,1
29-03-2020,Haryana,35,14,0
29-03-2020,Jammu and Kashmir,38,1,1
29-03-2020,Karnataka,83,5,3
29-03-2020,Kerala,202,20,1
29-03-2020,Ladakh,13,3,0
29-03-2020,Maharashtra,203,25,8
29-03-2020,Manipur,1,0,0
29-03-2020,Madhya Pradesh,39,0,2
29-03-2020,Mizoram,1,0,0
29-03-2020,Odisha,3,0,0
29-03-2020,Punjab,38,1,1
29-03-2020,Puducherry,1,0,0
29-03-2020,Rajasthan,59,3,0
29-03-2020,Telangana,70,1,1
29-03-2020,Tamil Nadu,50,4,1
29-03-2020,Uttar Pradesh,72,11,0
29-03-2020,Uttarakhand,7,2,0
29-03-2020,West Bengal,21,0,1
30-03-2020,Andaman and Nicobar Islands,10,0,0
30-03-2020,Andhra Pradesh,23,1,0
30-03-2020,Bihar,15,0,1
30-03-2020,Chandigarh,13,0,0
30-03-2020,Chhattisgarh,8,0,0
30-03-2020,Delhi,97,6,2
30-03-2020,Goa,5,0,0
30-03-2020,Gujarat,70,3,6
30-03-2020,Himachal Pradesh,3,1,1
30-03-2020,Haryana,36,20,0
30-03-2020,Jammu and Kashmir,49,1,1
30-03-2020,Karnataka,88,6,3
30-03-2020,Kerala,234,20,1
30-03-2020,Ladakh,13,3,0
30-03-2020,Maharashtra,220,39,10
30-03-2020,Manipur,1,0,0
30-03-2020,Madhya Pradesh,47,0,4
30-03-2020,Mizoram,1,0,0
30-03-2020,Odisha,3,0,0
30-03-2020,Punjab,41,1,3
30-03-2020,Puducherry,1,0,0
30-03-2020,Rajasthan,79,3,0
30-03-2020,Telangana,77,14,6
30-03-2020,Tamil Nadu,67,4,1
30-03-2020,Uttar Pradesh,96,17,0
30-03-2020,Uttarakhand,7,2,0
30-03-2020,West Bengal,22,0,2
31-03-2020,Andaman and Nicobar Islands,10,0,0
31-03-2020,Andhra Pradesh,44,1,0
31-03-2020,Assam,1,0,0
31-03-2020,Bihar,21,0,1
31-03-2020,Chandigarh,15,0,0
31-03-2020,Chhattisgarh,9,2,0
31-03-2020,Delhi,120,6,2
31-03-2020,Goa,5,0,0
31-03-2020,Gujarat,74,5,6
31-03-2020,Himachal Pradesh,3,1,1
31-03-2020,Haryana,43,24,0
31-03-2020,Jharkhand,1,0,0
31-03-2020,Jammu and Kashmir,55,1,2
31-03-2020,Karnataka,101,8,3
31-03-2020,Kerala,241,24,2
31-03-2020,Ladakh,13,3,0
31-03-2020,Maharashtra,302,39,11
31-03-2020,Manipur,1,0,0
31-03-2020,Madhya Pradesh,66,0,5
31-03-2020,Mizoram,1,0,0
31-03-2020,Odisha,4,0,0
31-03-2020,Punjab,42,1,4
31-03-2020,Puducherry,1,0,0
31-03-2020,Rajasthan,93,3,0
31-03-2020,Telangana,97,14,6
31-03-2020,Tamil Nadu,124,6,1
31-03-2020,Uttar Pradesh,104,17,0
31-03-2020,Uttarakhand,7,2,0
31-03-2020,West Bengal,37,3,3
01-04-2020,Andaman and Nicobar Islands,10,0,0
01-04-2020,Andhra Pradesh,111,2,0
01-04-2020,Assam,16,0,0
01-04-2020,Bihar,24,0,1
01-04-2020,Chandigarh,17,0,0
01-04-2020,Chhattisgarh,9,2,0
01-04-2020,Delhi,152,6,2
01-04-2020,Goa,5,0,0
01-04-2020,Gujarat,87,5,6
01-04-2020,Himachal Pradesh,3,1,1
01-04-2020,Haryana,43,27,0
01-04-2020,Jharkhand,1,0,0
01-04-2020,Jammu and Kashmir,62,2,2
01-04-2020,Karnataka,110,9,3
01-04-2020,Kerala,265,26,2
01-04-2020,Ladakh,13,3,0
01-04-2020,Maharashtra,335,39,16
01-04-2020,Manipur,1,0,0
01-04-2020,Madhya Pradesh,98,0,6
01-04-2020,Mizoram,1,0,0
01-04-2020,Odisha,5,1,0
01-04-2020,Punjab,46,1,4
01-04-2020,Puducherry,3,0,0
01-04-2020,Rajasthan,120,3,0
01-04-2020,Telangana,127,14,9
01-04-2020,Tamil Nadu,234,6,1
01-04-2020,Uttar Pradesh,117,17,2
01-04-2020,Uttarakhand,7,2,0
01-04-2020,West Bengal,37,3,3
02-04-2020,Andaman and Nicobar Islands,10,0,0
02-04-2020,Andhra Pradesh,149,2,0
02-04-2020,Arunachal Pradesh,1,0,0
02-04-2020,Assam,16,0,0
02-04-2020,Bihar,29,3,1
02-04-2020,Chandigarh,18,0,0
02-04-2020,Chhattisgarh,9,3,0
02-04-2020,Delhi,293,8,4
02-04-2020,Goa,5,0,0
02-04-2020,Gujarat,88,10,7
02-04-2020,Himachal Pradesh,6,1,1
02-04-2020,Haryana,49,27,0
02-04-2020,Jharkhand,2,0,0
02-04-2020,Jammu and Kashmir,70,3,2
02-04-2020,Karnataka,124,11,3
02-04-2020,Kerala,286,28,2
02-04-2020,Ladakh,13,3,0
02-04-2020,Maharashtra,423,42,21
02-04-2020,Manipur,2,0,0
02-04-2020,Madhya Pradesh,107,0,8
02-04-2020,Mizoram,1,0,0
02-04-2020,Odisha,5,1,0
02-04-2020,Punjab,47,1,5
02-04-2020,Puducherry,5,0,0
02-04-2020,Rajasthan,133,3,0
02-04-2020,Telangana,154,17,9
02-04-2020,Tamil Nadu,309,6,1
02-04-2020,Uttar Pradesh,128,17,2
02-04-2020,Uttarakhand,10,2,0
02-04-2020,West Bengal,53,3,3
03-04-2020,Andaman and Nicobar Islands,10,0,0
03-04-2020,Andhra Pradesh,164,2,1
03-04-2020,Arunachal Pradesh,1,0,0
03-04-2020,Assam,23,0,0
03-04-2020,Bihar,31,3,1
03-04-2020,Chandigarh,18,0,0
03-04-2020,Chhattisgarh,9,3,0
03-04-2020,Delhi,386,8,6
03-04-2020,Goa,6,0,0
03-04-2020,Gujarat,95,10,9
03-04-2020,Himachal Pradesh,6,1,2
03-04-2020,Haryana,58,28,0
03-04-2020,Jharkhand,2,0,0
03-04-2020,Jammu and Kashmir,75,3,2
03-04-2020,Karnataka,128,11,4
03-04-2020,Kerala,295,42,2
03-04-2020,Ladakh,14,3,0
03-04-2020,Maharashtra,487,50,26
03-04-2020,Manipur,2,0,0
03-04-2020,Madhya Pradesh,154,0,8
03-04-2020,Mizoram,1,0,0
03-04-2020,Odisha,20,2,0
03-04-2020,Punjab,53,1,5
03-04-2020,Puducherry,5,0,0
03-04-2020,Rajasthan,179,3,0
03-04-2020,Telangana,229,32,11
03-04-2020,Tamil Nadu,411,6,1
03-04-2020,Uttar Pradesh,174,17,2
03-04-2020,Uttarakhand,16,2,0
03-04-2020,West Bengal,53,3,3
04-04-2020,Andaman and Nicobar Islands,10,0,0
04-04-2020,Andhra Pradesh,192,2,1
04-04-2020,Arunachal Pradesh,1,0,0
04-04-2020,Assam,26,0,0
04-04-2020,Bihar,32,3,1
04-04-2020,Chandigarh,18,3,0
04-04-2020,Chhattisgarh,10,3,0
04-04-2020,Delhi,445,16,6
04-04-2020,Goa,7,0,0
04-04-2020,Gujarat,108,13,10
04-04-2020,Himachal Pradesh,13,1,2
04-04-2020,Haryana,84,29,0
04-04-2020,Jharkhand,2,0,0
04-04-2020,Jammu and Kashmir,92,3,2
04-04-2020,Karnataka,144,11,4
04-04-2020,Kerala,306,50,2
04-04-2020,Ladakh,14,3,0
04-04-2020,Maharashtra,635,52,32
04-04-2020,Manipur,2,0,0
04-04-2020,Madhya Pradesh,179,0,11
04-04-2020,Mizoram,1,0,0
04-04-2020,Odisha,21,2,0
04-04-2020,Punjab,65,3,5
04-04-2020,Puducherry,5,0,0
04-04-2020,Rajasthan,206,25,1
04-04-2020,Telangana,272,33,11
04-04-2020,Tamil Nadu,485,8,3
04-04-2020,Uttar Pradesh,234,21,2
04-04-2020,Uttarakhand,22,2,0
04-04-2020,West Bengal,53,3,3
05-04-2020,Andaman and Nicobar Islands,10,0,0
05-04-2020,Andhra Pradesh,256,5,1
05-04-2020,Arunachal Pradesh,1,0,0
05-04-2020,Assam,26,0,0
05-04-2020,Bihar,32,3,1
05-04-2020,Chandigarh,18,5,0
05-04-2020,Chhattisgarh,10,8,0
05-04-2020,Delhi,503,16,7
05-04-2020,Goa,7,0,0
05-04-2020,Gujarat,128,21,11
05-04-2020,Himachal Pradesh,14,1,2
05-04-2020,Haryana,90,29,0
05-04-2020,Jharkhand,3,0,0
05-04-2020,Jammu and Kashmir,106,4,2
05-04-2020,Karnataka,151,12,4
05-04-2020,Kerala,314,56,2
05-04-2020,Ladakh,14,3,0
05-04-2020,Maharashtra,747,56,45
05-04-2020,Manipur,2,0,0
05-04-2020,Madhya Pradesh,193,3,13
05-04-2020,Mizoram,1,0,0
05-04-2020,Odisha,39,2,0
05-04-2020,Punjab,68,4,7
05-04-2020,Puducherry,5,0,0
05-04-2020,Rajasthan,266,25,1
05-04-2020,Telangana,334,33,11
05-04-2020,Tamil Nadu,571,8,5
05-04-2020,Uttar Pradesh,278,21,3
05-04-2020,Uttarakhand,26,4,0
05-04-2020,West Bengal,80,10,3
06-04-2020,Andaman and Nicobar Islands,10,0,0
06-04-2020,Andhra Pradesh,303,5,3
06-04-2020,Arunachal Pradesh,1,0,0
06-04-2020,Assam,26,0,0
06-04-2020,Bihar,32,9,1
06-04-2020,Chandigarh,18,5,0
06-04-2020,Chhattisgarh,10,8,0
06-04-2020,Delhi,525,16,7
06-04-2020,Goa,7,0,0
06-04-2020,Gujarat,146,22,12
06-04-2020,Himachal Pradesh,18,1,2
06-04-2020,Haryana,110,29,2
06-04-2020,Jharkhand,4,0,0
06-04-2020,Jammu and Kashmir,109,4,2
06-04-2020,Karnataka,163,20,4
06-04-2020,Kerala,327,59,2
06-04-2020,Ladakh,14,10,0
06-04-2020,Maharashtra,868,70,52
06-04-2020,Manipur,2,1,0
06-04-2020,Madhya Pradesh,256,11,15
06-04-2020,Mizoram,1,0,0
06-04-2020,Nagaland,0,0,0
06-04-2020,Odisha,40,2,0
06-04-2020,Punjab,79,4,7
06-04-2020,Puducherry,5,0,0
06-04-2020,Rajasthan,301,25,2
06-04-2020,Telangana,364,45,11
06-04-2020,Tamil Nadu,621,13,6
06-04-2020,Tripura,1,0,0
06-04-2020,Uttar Pradesh,305,21,3
06-04-2020,Uttarakhand,31,4,0
06-04-2020,West Bengal,80,10,3
07-04-2020,Andaman and Nicobar Islands,10,0,0
07-04-2020,Andhra Pradesh,314,5,4
07-04-2020,Arunachal Pradesh,1,0,0
07-04-2020,Assam,28,0,0
